row_index,entry_id,label,fold
174,Al2Co6_#194_1A.json,0,4
175,Al2Co8_#87_1A.json,1,4
176,Al3Co9_#166_1A.json,0,4
177,Al4Co12_#194_1A.json,1,4
178,Al6Co18_#194_1A.json,1,1
179,B1Co3_#123_1A.json,1,2
180,B1Co5_#189_1A.json,0,1
181,B2Co16_#139_1A.json,0,5
182,B3Co9_#166_1A.json,1,1
183,B8Co16_#194_1A.json,1,4
184,Be1Co3_#123_1A.json,0,4
185,Be1Co3_#187_1A.json,0,1
186,Be1Co5_#123_1A.json,0,5
187,Be1Co5_#189_1A.json,0,2
188,Be2Co6_#194_1A.json,1,1
189,Be2Co8_#87_1A.json,1,3
190,Be4Co12_#194_1A.json,1,4
191,Be6Co18_#194_1A.json,1,3
192,Co12Ga4_#194_1A.json,1,1
193,Co16Ga2_#139_1A.json,0,2
194,Co2Ga1_#164_1A.json,1,2
195,Co3Ga1_#123_1A.json,0,1
196,Co4Ga2_#129_1A.json,1,2
197,Co4Ga2_#139_1A.json,0,2
198,Co5Ga1_#123_1A.json,0,3
199,Co5Ga1_#189_1A.json,1,1
200,Co6Ga2_#139_1A.json,0,2
201,Co8Ga2_#87_1A.json,1,2
202,Co9Ga6_#166_1A.json,0,1
203,Co2Ge1_#164_1A.json,0,1
204,Co3Ge1_#123_1A.json,1,3
205,Co5Ge1_#189_1A.json,0,5
206,Co6Ge2_#139_1A.json,0,1
207,Co8Ge2_#87_1A.json,1,2
208,Co16Hf2_#139_1A.json,1,4
209,Co3Hf1_#123_1A.json,1,4
210,Co4Hf2_#139_1A.json,0,2
211,Co5Hf1_#191_1A.json,1,1
212,Co6Hf2_#194_1A.json,0,4
213,Co8Hf2_#139_1A.json,1,3
214,Co8Hf2_#87_1A.json,1,1
215,Co8Mg4_#194_1A.json,0,3
216,Co16Nb2_#139_1A.json,0,5
217,Co5Nb1_#189_1A.json,1,1
218,Co8Nb2_#87_1A.json,0,1
219,Co10Ni8_#139_1A.json,1,5
220,Co16Ni8_#141_1A.json,0,2
221,Co18Ni6_#194_1A.json,1,5
222,Co1Ni2_#164_1A.json,1,4
223,Co1Ni5_#123_1A.json,1,5
224,Co2Ni2_#129_1A.json,0,3
225,Co2Ni2_#164_1A.json,1,2
226,Co2Ni4_#139_1A.json,1,1
227,Co2Ni6_#123_1A.json,1,2
228,Co2Ni6_#139_1A.json,1,4
229,Co2Ni8_#87_1A.json,0,1
230,Co3Ni9_#166_1A.json,1,5
231,Co5Ni1_#189_1A.json,0,5
232,Co6Ni2_#194_1A.json,1,1
233,Co6Ni6_#166_1A.json,1,2
234,Co8Ni10_#139_1A.json,1,3
235,Co16P2_#139_1A.json,1,1
236,Co3P1_#123_1A.json,0,5
237,Co3P1_#187_1A.json,1,2
238,Co5P1_#123_1A.json,0,4
239,Co5P1_#189_1A.json,1,3
240,Co6P2_#139_1A.json,1,2
241,Co8P2_#87_1A.json,1,5
242,Co9P3_#166_1A.json,0,5
243,Co10Pt8_#139_1A.json,1,4
244,Co12Pt4_#139_1A.json,0,2
245,Co16Pt2_#139_1A.json,1,2
246,Co16Pt8_#141_1A.json,0,1
247,Co16Pt8_#194_1A.json,0,2
248,Co1Pt1_#123_1A.json,1,4
249,Co1Pt1_#187_1A.json,1,5
250,Co1Pt2_#164_1A.json,1,4
251,Co1Pt3_#187_1A.json,1,3
252,Co2Pt1_#164_1A.json,1,5
253,Co2Pt1_#191_1A.json,0,3
254,Co2Pt2_#129_1A.json,1,3
255,Co2Pt2_#164_1A.json,1,2
256,Co2Pt4_#139_1A.json,0,5
257,Co3Pt3_#166_1A.json,1,5
258,Co3Pt6_#189_1A.json,0,4
259,Co4Pt2_#139_1A.json,0,2
260,Co4Pt4_#141_1A.json,1,5
261,Co4Pt8_#141_1A.json,0,4
262,Co5Pt1_#189_1A.json,0,2
263,Co6Pt2_#139_1A.json,0,5
264,Co6Pt2_#194_1A.json,0,1
265,Co6Pt6_#166_1A.json,1,5
266,Co8Pt2_#87_1A.json,1,5
267,Co12Sc4_#194_1A.json,0,4
268,Co16Sc2_#139_1A.json,1,5
269,Co3Sc1_#123_1A.json,1,4
270,Co4Sc2_#139_1A.json,0,1
271,Co5Sc1_#191_1A.json,1,3
272,Co6Sc2_#123_1A.json,1,1
273,Co6Sc2_#139_1A.json,0,4
274,Co8Sc2_#139_1A.json,1,1
275,Co8Sc2_#87_1A.json,1,5
276,Co3Si1_#123_1A.json,1,5
277,Co3Si1_#187_1A.json,1,4
278,Co5Si1_#123_1A.json,0,1
279,Co6Si2_#123_1A.json,0,4
280,Co6Si2_#139_1A.json,0,4
281,Co8Si2_#87_1A.json,1,5
282,Co9Si3_#166_1A.json,1,1
283,Co16Ta2_#139_1A.json,0,3
284,Co3Ta1_#123_1A.json,1,1
285,Co5Ta1_#189_1A.json,1,4
286,Co6Ta2_#139_1A.json,0,3
287,Co8Ta2_#87_1A.json,0,5
288,Co3Ti1_#123_1A.json,1,3
289,Co4Ti2_#139_1A.json,0,4
290,Co5Ti1_#189_1A.json,1,5
291,Co5Ti1_#191_1A.json,1,3
292,Co9Ti3_#166_1A.json,0,1
293,Co16V2_#139_1A.json,0,1
294,Co3V1_#123_1A.json,1,3
295,Co4V2_#139_1A.json,1,2
296,Co6V2_#123_1A.json,1,2
297,Co8V2_#87_1A.json,0,4
298,Co2Zn2_#129_1A.json,0,1
299,Co4Zn2_#139_1A.json,0,5
300,Co12Zr4_#194_1A.json,1,4
301,Co16Zr2_#139_1A.json,1,1
302,Co3Zr1_#123_1A.json,1,1
303,Co4Zr2_#139_1A.json,0,3
304,Co8Zr2_#139_1A.json,1,1
305,Co8Zr2_#87_1A.json,1,2
306,As2Fe2_#129_1A.json,0,1
307,As3Fe6_#189_1A.json,1,2
308,As4Fe12_#139_1A.json,0,3
309,As4Fe12_#194_1A.json,0,2
310,Fe12P4_#194_1A.json,1,5
311,Fe16P2_#139_1A.json,1,1
312,Fe16P8_#141_1A.json,0,3
313,Fe18P6_#194_1A.json,1,1
314,Fe24P8_#82_1A.json,1,5
315,Fe2P1_#123_1A.json,0,1
316,Fe2P1_#164_1A.json,1,5
317,Fe3P1_#123_1A.json,1,4
318,Fe3P1_#187_1A.json,0,4
319,Fe4P2_#139_1A.json,0,5
320,Fe4P2_#194_1A.json,0,5
321,Fe5P1_#123_1A.json,1,2
322,Fe5P1_#189_1A.json,1,3
323,Fe6P2_#194_1A.json,0,3
324,Fe6P3_#189_1A.json,1,3
325,Fe8P2_#87_1A.json,1,3
326,Fe8P4_#140_1A.json,0,2
327,Fe9P3_#166_1A.json,1,5
328,Fe10Pd8_#139_1A.json,1,2
329,Fe1Pd1_#123_1A.json,1,4
330,Fe1Pd2_#164_1A.json,0,3
331,Fe2Pd2_#129_1A.json,1,4
332,Fe2Pd4_#139_1A.json,1,1
333,Fe2Pd4_#194_1A.json,0,5
334,Fe3Pd4_#191_1A.json,1,4
335,Fe3Pd6_#189_1A.json,0,5
336,Fe4Pd4_#141_1A.json,0,5
337,Fe4Pd8_#140_1A.json,0,4
338,Fe6Pd9_#166_1A.json,1,3
339,Fe8Pd10_#139_1A.json,0,5
340,Fe8Pd10_#193_1A.json,0,2
341,Fe8Pd16_#141_1A.json,0,5
342,Fe8Pd6_#139_1A.json,1,5
343,Fe12Pt20_#140_1A.json,0,2
344,Fe16Pt2_#139_1A.json,0,2
345,Fe18Pt6_#194_1A.json,1,1
346,Fe1Pt2_#164_1A.json,1,1
347,Fe2Pt1_#164_1A.json,0,2
348,Fe2Pt1_#191_1A.json,0,1
349,Fe2Pt2_#123_1A.json,1,2
350,Fe2Pt2_#129_1A.json,1,3
351,Fe3Pt1_#123_1A.json,1,2
352,Fe3Pt4_#191_1A.json,1,2
353,Fe4Pt2_#139_1A.json,0,1
354,Fe4Pt2_#194_1A.json,0,4
355,Fe4Pt4_#141_1A.json,0,4
356,Fe5Pt1_#123_1A.json,1,5
357,Fe6Pt2_#194_1A.json,0,2
358,Fe6Pt8_#139_1A.json,0,1
359,Fe8Pt10_#193_1A.json,1,3
360,Fe8Pt16_#141_1A.json,0,5
361,Fe8Pt6_#139_1A.json,1,3
362,Fe9Pt3_#166_1A.json,1,2
363,Fe16Re8_#194_1A.json,0,3
364,Fe12Rh3_#166_1A.json,0,4
365,Fe1Rh1_#123_1A.json,0,1
366,Fe3Rh3_#99_1A.json,0,3
367,Fe4Rh2_#123_1A.json,1,3
368,Fe4Rh2_#129_1A.json,0,3
369,Fe4Rh2_#139_1A.json,1,1
370,Fe4Rh2_#164_1A.json,0,2
371,Fe4Rh4_#141_1A.json,1,2
372,Fe4Rh6_#139_1A.json,0,3
373,Fe5Rh1_#123_1A.json,1,2
374,Fe5Rh1_#164_1A.json,0,2
375,Fe6Rh2_#123_1A.json,1,1
376,Fe6Rh4_#139_1A.json,1,1
377,Fe6Rh9_#166_1A.json,1,3
378,Fe8Rh16_#141_1A.json,0,5
379,Fe8Rh2_#139_1A.json,0,5
380,Fe8Rh2_#87_1A.json,1,5
381,Fe8Rh6_#139_1A.json,1,5
382,Fe9Rh6_#166_1A.json,0,1
383,Fe2Sc2_#129_1A.json,1,5
384,Fe4Sc2_#139_1A.json,1,1
385,Fe5Sc1_#191_1A.json,0,1
386,Fe8Sc4_#194_1A.json,1,3
387,Fe8Sc4_#63_1A.json,0,2
388,Fe8Sc6_#139_1A.json,1,4
389,Fe2Se2_#194_1A.json,0,1
390,Fe6Se6_#166_1A.json,0,5
391,Fe10Si6_#193_1A.json,0,2
392,Fe12Si4_#139_1A.json,1,5
393,Fe12Si4_#194_1A.json,1,2
394,Fe16Si2_#139_1A.json,1,2
395,Fe18Si6_#194_1A.json,1,2
396,Fe2Si1_#164_1A.json,1,3
397,Fe3Si1_#123_1A.json,0,2
398,Fe4Si2_#139_1A.json,1,1
399,Fe4Si2_#194_1A.json,0,1
400,Fe5Si1_#123_1A.json,1,3
401,Fe5Si1_#189_1A.json,0,3
402,Fe6Si2_#194_1A.json,1,2
403,Fe6Si3_#189_1A.json,1,4
404,Fe8Si4_#140_1A.json,1,5
405,Fe8Si6_#139_1A.json,1,1
406,Fe9Si3_#166_1A.json,1,2
407,Fe12Ta4_#139_1A.json,1,5
408,Fe12Ta4_#194_1A.json,1,4
409,Fe16Ta8_#194_1A.json,1,2
410,Fe2Ta1_#164_1A.json,1,3
411,Fe3Ta1_#123_1A.json,0,3
412,Fe6Ta2_#139_1A.json,1,2
413,Fe6Ta2_#194_1A.json,1,1
414,Fe8Ta2_#87_1A.json,1,3
415,Fe8Ta6_#139_1A.json,0,3
416,Fe12Ti4_#139_1A.json,1,1
417,Fe12Ti4_#194_1A.json,1,3
418,Fe16Ti8_#141_1A.json,1,1
419,Fe16Ti8_#194_1A.json,0,2
420,Fe18Ti6_#194_1A.json,1,4
421,Fe2Ti1_#164_1A.json,0,1
422,Fe2Ti2_#129_1A.json,1,3
423,Fe3Ti1_#123_1A.json,0,4
424,Fe4Ti2_#139_1A.json,1,4
425,Fe4Ti2_#194_1A.json,1,2
426,Fe6Ti2_#139_1A.json,1,1
427,Fe6Ti2_#194_1A.json,1,3
428,Fe8Ti2_#87_1A.json,0,2
429,Fe8Ti4_#194_1A.json,0,4
430,Fe8Ti6_#139_1A.json,1,2
431,Fe9Ti3_#166_1A.json,1,2
432,Fe12V4_#139_1A.json,0,3
433,Fe20V10_#136_1A.json,1,2
434,Fe22V8_#136_1A.json,1,1
435,Fe26V4_#136_1A.json,1,5
436,Fe2V1_#164_1A.json,0,3
437,Fe3V1_#123_1A.json,0,4
438,Fe8V4_#139_1A.json,0,4
439,Fe9V3_#166_1A.json,0,5
440,Fe1Zn1_#123_1A.json,0,3
441,Fe2Zn2_#123_1A.json,0,5
442,Fe2Zr2_#129_1A.json,1,1
443,Fe3Zr1_#123_1A.json,0,1
444,Fe4Zr2_#139_1A.json,1,4
445,Fe5Zr1_#191_1A.json,0,1
446,Fe8Zr4_#194_1A.json,0,2
447,Al1Fe1_#187_1A.json,1,5
448,Al1Fe2_#164_1A.json,0,3
449,Al1Fe2_#191_1A.json,0,5
450,Al1Fe3_#123_1A.json,0,3
451,Al1Fe5_#123_1A.json,0,5
452,Al1Fe5_#189_1A.json,0,5
453,Al2Fe16_#139_1A.json,0,4
454,Al2Fe2_#129_1A.json,1,2
455,Al2Fe2_#194_1A.json,1,1
456,Al2Fe4_#139_1A.json,1,5
457,Al2Fe4_#194_1A.json,0,1
458,Al2Fe6_#194_1A.json,0,2
459,Al2Fe8_#87_1A.json,0,4
460,Al3Fe6_#189_1A.json,0,4
461,Al3Fe9_#166_1A.json,0,2
462,Al4Fe12_#139_1A.json,0,5
463,Al4Fe12_#194_1A.json,0,1
464,Al6Fe10_#193_1A.json,0,4
465,Al6Fe18_#194_1A.json,0,3
466,Al6Fe8_#139_1A.json,1,4
467,Al6Fe9_#164_1A.json,1,5
468,Al8Fe10_#139_1A.json,0,1
469,Al8Fe10_#193_1A.json,1,3
470,Al8Fe16_#141_1A.json,1,1
471,Al8Fe16_#194_1A.json,0,1
472,Fe4Si2_#164_1N.json,0,1
473,Fe10Ge2_#129_1N.json,1,2
474,Fe10Ge2_#164_1N.json,1,3
475,Fe10Ge6_#157_1N.json,0,2
476,Fe10Ge6_#193_1N.json,0,2
477,Fe12Ge3_#166_1N.json,0,3
478,Fe12Ge4_#139_1N.json,0,3
479,Fe12Ge6_#164_1N.json,1,5
480,Fe18Ge3_#166_1N.json,1,5
481,Fe18Ge6_#166_1N.json,1,2
482,Fe20Ge4_#139_1N.json,1,4
483,Fe20Ge4_#141_1N.json,1,3
484,Fe24Ge6_#166_1N.json,0,4
485,Fe2Ge2_#129_1N.json,0,2
486,Fe2Ge2_#194_1N.json,0,4
487,Fe3Ge3_#191_1N.json,1,5
488,Fe4Ge2_#164_1N.json,0,4
489,Fe4Ge4_#139_1N.json,0,3
490,Fe5Ge3_#187_1N.json,0,2
491,Fe6Ge2_#139_1N.json,1,4
492,Fe6Ge2_#194_1N.json,0,4
493,Fe6Ge3_#189_1N.json,0,1
494,Fe6Ge6_#107_1N.json,1,3
495,Fe8Ge2_#87_1N.json,0,2
496,Fe12Nb3_#166_1N.json,0,4
497,Fe18Nb3_#166_1N.json,0,4
498,Fe2Nb1_#164_1N.json,0,3
499,Fe3Nb1_#123_1N.json,0,5
500,Fe4Nb2_#123_1N.json,0,5
501,Fe4Nb2_#139_1N.json,0,2
502,Fe4Nb2_#164_1N.json,1,4
503,Fe5Nb1_#123_1N.json,0,2
504,Fe5Nb1_#164_1N.json,1,1
505,Fe6Nb1_#187_1N.json,0,3
506,Fe6Nb3_#164_1N.json,0,3
507,Fe8Nb2_#139_1N.json,0,4
508,Fe8Nb2_#87_1N.json,1,2
509,Fe8Nb4_#194_1N.json,0,1
510,Fe12Si2_#139_1N.json,1,2
511,Fe12Si3_#166_1N.json,1,5
512,Fe12Si4_#139_1N.json,1,5
513,Fe15Si3_#155_1N.json,0,4
514,Fe18Si3_#148_1N.json,0,5
515,Fe18Si3_#166_1N.json,1,1
516,Fe18Si6_#166_1N.json,1,4
517,Fe18Si9_#160_1N.json,1,5
518,Fe24Si6_#166_1N.json,1,3
519,Fe2Si2_#129_1N.json,0,2
520,Fe3Si1_#123_1N.json,1,4
521,Fe4Si2_#123_1N.json,1,3
522,Fe4Si2_#129_1N.json,1,5
523,Fe4Si2_#139_1N.json,1,3
524,Fe4Si2_#194_1N.json,0,1
525,Fe5Si1_#123_1N.json,1,2
526,Fe5Si1_#164_1N.json,0,2
527,Fe6Si2_#194_1N.json,1,3
528,Fe6Si3_#156_1N.json,1,2
529,Fe6Si3_#164_1N.json,1,1
530,Fe8Si2_#123_1N.json,1,4
531,Fe8Si2_#139_1N.json,1,5
532,Fe8Si2_#87_1N.json,0,2
533,Fe8Si8_#139_1N.json,1,2
534,Fe10Ta2_#129_1N.json,1,3
535,Fe10Ta2_#164_1N.json,0,2
536,Fe10Ta2_#186_1N.json,1,3
537,Fe10Ta4_#186_1N.json,1,5
538,Fe12Ta2_#194_1N.json,1,3
539,Fe12Ta4_#123_1N.json,0,1
540,Fe12Ta4_#136_1N.json,1,5
541,Fe12Ta4_#139_1N.json,0,4
542,Fe12Ta4_#187_1N.json,1,2
543,Fe14Ta2_#129_1N.json,0,2
544,Fe14Ta2_#139_1N.json,0,4
545,Fe16Ta4_#129_1N.json,0,5
546,Fe16Ta4_#83_1N.json,0,4
547,Fe18Ta6_#127_1N.json,0,2
548,Fe20Ta4_#139_1N.json,1,2
549,Fe20Ta4_#141_1N.json,1,4
550,Fe3Ta1_#123_1N.json,0,4
551,Fe3Ta4_#191_1N.json,0,5
552,Fe4Ta1_#166_1N.json,0,1
553,Fe4Ta2_#139_1N.json,0,5
554,Fe4Ta2_#164_1N.json,1,1
555,Fe5Ta1_#164_1N.json,1,2
556,Fe5Ta2_#156_1N.json,1,5
557,Fe5Ta2_#166_1N.json,1,1
558,Fe6Ta4_#139_1N.json,1,3
559,Fe6Ta4_#166_1N.json,1,1
560,Fe6Ta4_#83_1N.json,0,2
561,Fe7Ta1_#123_1N.json,0,1
562,Fe7Ta1_#166_1N.json,0,5
563,Fe8Ta1_#164_1N.json,0,2
564,Fe8Ta2_#166_1N.json,1,4
565,Fe8Ta2_#87_1N.json,1,2
566,Fe8Ta4_#194_1N.json,0,3
567,Al1Co1_#123_409.json,1,4
568,Al1Co3C1_#123_518.json,1,5
569,Al1Fe1_#123_287.json,1,2
570,Al1Fe3C1_#123_202.json,0,1
571,Al1Ni1_#123_566.json,1,3
572,Al1Ni3_#123_352.json,1,4
573,Al4Cr4Co8_#139_180.json,0,4
574,Al4Cr4Cu8_#139_212.json,1,3
575,Al4Cr4Fe8_#139_308.json,0,1
576,Al4Cr4Ni8_#139_167.json,1,2
577,Al4Cr4Ru8_#139_318.json,0,5
578,Al4Fe12_#139_45.json,0,1
579,Al4Fe4Co8_#139_70.json,0,4
580,Al4Fe4Co8_#139_71.json,0,2
581,Al4Fe8Mo4_#139_348.json,1,1
582,Al4Fe8Ni4_#139_90.json,1,4
583,Al4Fe8Ni4_#139_91.json,1,3
584,Al4Fe8Si4_#139_386.json,0,3
585,Al4Ni12_#139_476.json,1,1
586,Al4V4Co8_#139_249.json,0,3
587,Al4V4Fe8_#139_489.json,0,2
588,Al4V4Ni8_#139_434.json,1,3
589,Al8Co4Ir4_#139_387.json,1,2
590,Al8Co4Ru4_#139_457.json,0,3
591,Al8Fe16_#141_93.json,0,2
592,Al8Fe4Co4_#139_383.json,1,3
593,Al8Fe4Co4_#139_384.json,1,1
594,Al8Fe4Ir4_#139_376.json,1,4
595,Al8Fe4Ni4_#139_374.json,1,2
596,Al8Fe4Ni4_#139_375.json,1,3
597,Al8Ni4Ru4_#139_507.json,0,2
598,Be4Co8Ge4_#139_390.json,1,1
599,Be4Co8Si4_#139_420.json,1,3
600,Be4Cr4Ru8_#139_437.json,1,3
601,Be4Fe4Rh8_#139_105.json,0,3
602,Be4Fe8Si4_#139_290.json,1,2
603,Be4Si4Ni8_#139_547.json,0,2
604,Be4V4Fe8_#139_314.json,0,3
605,Be8Co4Ir4_#139_353.json,0,4
606,Be8Co4Ni4_#139_601.json,0,3
607,Be8Co4Pt4_#139_561.json,0,1
608,Be8Ni4Ir4_#139_527.json,0,2
609,Be8Ni4Pt4_#139_596.json,0,3
610,Be8Ni4Rh4_#139_539.json,1,3
611,Ca4Mg4Ni16_#119_373.json,1,5
612,Ca8Co4W4_#119_357.json,1,2
613,Ca8Ni16_#141_411.json,0,4
614,Co1Pt3_#123_237.json,0,1
615,Co1Si1_#123_304.json,0,3
616,Co3Sn1C1_#123_295.json,0,4
617,Co4Cu8Sn4_#139_324.json,0,5
618,Co4N4_#119_486.json,1,4
619,Co4Re4Ge8_#119_360.json,0,5
620,Co4Si8_#139_565.json,1,5
621,Co8Mo12N4_#92_296.json,0,3
622,Cr1Ir3_#123_307.json,0,5
623,Cr1Pd3_#123_235.json,0,2
624,Cr1Pt3_#123_241.json,1,4
625,Cr1Rh3_#123_299.json,0,3
626,Cr3Ir1N1_#123_400.json,0,5
627,Cr3Pt1N1_#123_297.json,0,5
628,Cr3Rh1N1_#123_395.json,0,4
629,Cr4C4_#139_114.json,1,1
630,Cr4Ga4Co8_#139_179.json,0,4
631,Cr4Ga4Te4_#119_196.json,1,2
632,Cr4Ge4Rh4_#119_152.json,0,2
633,Cr4H4_#139_466.json,0,4
634,Cr4H8_#139_230.json,0,1
635,Cr4In4Co8_#139_199.json,0,3
636,Cr4Ir4Ru4_#119_280.json,1,3
637,Cr4Ni8Hg4_#119_181.json,0,3
638,Cr4Si4Ru8_#139_263.json,1,5
639,Cr6Ga2_#131_453.json,0,5
640,Cr6Ge2_#131_441.json,0,2
641,Cr6Ir2_#131_410.json,1,4
642,Cr6Os2_#131_405.json,0,2
643,Cr6Rh2_#131_393.json,1,4
644,Cr6Ru2_#131_414.json,0,4
645,Cr6Si2_#131_495.json,1,3
646,Cu4Ni8Sb4_#139_463.json,1,1
647,Cu4Ni8Sn4_#139_567.json,1,1
648,Cu8Ni4Sn4_#139_467.json,0,1
649,Fe11Si5_#123_118.json,1,5
650,Fe12Ge4_#139_53.json,1,4
651,Fe12Si4_#139_54.json,0,3
652,Fe1Ir3_#123_224.json,1,4
653,Fe1Ni3_#123_72.json,0,3
654,Fe1Pd3_#123_144.json,0,4
655,Fe1Pt3_#123_141.json,0,4
656,Fe1Rh1_#123_13.json,1,1
657,Fe2Se2_#129_174.json,1,1
658,Fe3Ge1_#123_36.json,0,2
659,Fe3Ni1N1_#123_16.json,0,4
660,Fe3Ni1N1_#123_17.json,0,4
661,Fe3Ni1N1_#123_33.json,1,5
662,Fe3Pd1N1_#123_26.json,0,5
663,Fe3Pd1_#123_5.json,1,5
664,Fe3Pt1N1_#123_28.json,1,1
665,Fe3Pt1N1_#123_59.json,0,3
666,Fe3Pt1_#123_6.json,0,4
667,Fe3Rh1N1_#123_12.json,0,4
668,Fe3Sn1C1_#123_113.json,0,5
669,Fe3Sn1_#123_42.json,0,5
670,Fe4C1_#111_20.json,1,4
671,Fe4Co8Ge4_#139_50.json,0,3
672,Fe4Co8Ge4_#139_51.json,0,4
673,Fe4Co8Si4_#139_49.json,1,4
674,Fe4Cu8Sn4_#139_236.json,1,3
675,Fe4Ge4Ru8_#139_132.json,0,3
676,Fe4N1_#123_2.json,1,3
677,Fe4N4_#119_479.json,1,4
678,Fe4P1_#47_35.json,1,3
679,Fe4Pb4W8_#119_288.json,1,4
680,Fe4Si4Ru8_#139_128.json,0,3
681,Fe4Si4Tc8_#139_239.json,1,2
682,Fe4Si4W4_#119_584.json,0,5
683,Fe4Sn4Ru8_#69_153.json,0,2
684,Fe4Tc8Cl4_#139_347.json,0,2
685,Fe8Co4Ge4_#139_57.json,1,1
686,Fe8Co4Ge4_#139_58.json,1,4
687,Fe8Re12_#92_291.json,0,5
688,Ga1Co1_#123_385.json,1,2
689,Ga1Fe3_#123_27.json,1,1
690,Ga1Ni3_#123_343.json,1,3
691,Ga4Fe12_#139_38.json,1,2
692,Ga4Fe4Co8_#139_73.json,0,5
693,Ga4Fe4Co8_#139_74.json,0,1
694,Ga4Fe4Rh8_#139_124.json,1,1
695,Ga4Fe8Co4_#139_43.json,1,2
696,Ga4Fe8Co4_#139_44.json,1,2
697,Ga4Fe8Ni4_#139_81.json,1,5
